Year,Month,Month Code,District Code,District,Total SNAP Households,Total SNAP Persons,Total SNAP Benefits,Temporary Assistance SNAP Households,Temporary Assistance SNAP Persons,Temporary Assistance SNAP Benefits,Non-Temporary Assistance SNAP Households,Non-Temporary Assistance SNAP Persons,Non-Temporary Assistance SNAP Benefits
2006,November,11,7,Chemung,"4,919","10,187","$1,001,099","2,268","3,491","$387,338","2,651","6,696","$613,761"
2006,November,11,8,Chenango,"2,230","4,642","$430,656",653,773,"$77,726","1,577","3,869","$352,930"
2006,November,11,9,Clinton,"4,085","7,569","$715,457","1,901","2,466","$265,852","2,184","5,103","$449,605"
2006,November,11,10,Columbia,"1,704","2,950","$268,389",795,"1,010","$99,851",909,"1,940","$168,538"
2006,November,11,11,Cortland,"2,214","4,387","$412,236",915,"1,257","$135,087","1,299","3,130","$277,149"
2006,November,11,12,Delaware,"1,592","2,813","$247,225",663,748,"$71,290",929,"2,065","$175,935"
2006,November,11,13,Dutchess,"5,791","10,644","$1,037,984","2,469","3,212","$344,219","3,322","7,432","$693,765"
2006,November,11,14,Erie,"48,396","95,914","$9,545,230","21,754","32,770","$3,589,594","26,642","63,144","$5,955,636"
2006,November,11,15,Essex,"1,202","2,081","$175,672",561,686,"$60,523",641,"1,395","$115,149"
2006,November,11,16,Franklin,"2,354","4,492","$418,313",999,"1,339","$132,005","1,355","3,153","$286,308"
2006,November,11,17,Fulton,"2,783","5,536","$523,289",992,"1,153","$118,822","1,791","4,383","$404,467"
2006,November,11,18,Genesee,"2,030","4,121","$385,201",742,995,"$107,985","1,288","3,126","$277,216"
2006,November,11,19,Greene,"1,751","3,240","$310,957",844,"1,182","$135,023",907,"2,058","$175,934"
2006,November,11,20,Hamilton,163,229,"$14,860",25,29,"$2,401",138,200,"$12,459"
2006,November,11,21,Herkimer,"2,920","5,898","$552,170",916,"1,110","$118,705","2,004","4,788","$433,465"
2006,November,11,22,Jefferson,"4,681","9,594","$871,685","1,808","2,148","$205,712","2,873","7,446","$665,973"
2006,November,11,23,Lewis,"1,049","2,144","$190,395",363,451,"$42,184",686,"1,693","$148,211"
2006,November,11,24,Livingston,"2,126","4,133","$396,307",759,"1,071","$118,133","1,367","3,062","$278,174"
2006,November,11,25,Madison,"2,174","4,561","$415,924",692,808,"$76,186","1,482","3,753","$339,738"
2006,November,11,26,Monroe,"37,505","76,010","$7,627,781","19,641","32,525","$3,574,662","17,864","43,485","$4,053,119"
2006,November,11,27,Montgomery,"2,677","5,748","$544,641",934,"1,216","$124,313","1,743","4,532","$420,328"
2006,November,11,28,Nassau,"16,255","26,191","$2,819,217","9,845","13,752","$1,560,478","6,410","12,439","$1,258,739"
2006,November,11,29,Niagara,"9,212","17,815","$1,770,150","4,167","6,008","$663,242","5,045","11,807","$1,106,908"
2006,November,11,30,Oneida,"12,147","25,031","$2,392,310","4,959","7,321","$780,401","7,188","17,710","$1,611,909"
2006,November,11,31,Onondaga,"19,342","41,180","$4,057,559","8,117","12,169","$1,316,830","11,225","29,011","$2,740,729"
2006,November,11,32,Ontario,"3,174","5,903","$552,099","1,283","1,764","$193,037","1,891","4,139","$359,062"
2006,November,11,33,Orange,"9,358","22,685","$2,313,741","3,641","5,666","$611,115","5,717","17,019","$1,702,626"
2006,November,11,34,Orleans,"1,788","3,825","$353,260",725,"1,080","$121,356","1,063","2,745","$231,904"
2006,November,11,35,Oswego,"4,811","11,098","$1,036,732","1,680","2,300","$233,041","3,131","8,798","$803,691"
2006,November,11,36,Otsego,"1,741","3,355","$309,322",623,695,"$69,424","1,118","2,660","$239,898"
2006,November,11,37,Putnam,735,947,"$85,240",398,413,"$38,542",337,534,"$46,698"
2006,November,11,38,Rensselaer,"5,546","11,377","$1,138,224","2,372","3,883","$428,188","3,174","7,494","$710,036"
2006,November,11,39,Rockland,"7,006","21,068","$2,043,207","2,403","3,478","$304,161","4,603","17,590","$1,739,046"
2006,November,11,40,St. Lawrence,"4,940","10,296","$952,090","2,072","2,799","$294,309","2,868","7,497","$657,781"
2006,November,11,41,Saratoga,"4,228","7,753","$730,249","1,364","1,455","$150,390","2,864","6,298","$579,859"
2006,November,11,42,Schenectady,"6,331","13,150","$1,279,763","2,824","4,028","$426,744","3,507","9,122","$853,019"
2006,November,11,43,Schoharie,"1,043","1,939","$181,101",370,441,"$46,226",673,"1,498","$134,875"
2006,November,11,44,Schuyler,699,"1,462","$130,932",286,400,"$42,510",413,"1,062","$88,422"
2006,November,11,45,Seneca,"1,017","1,920","$168,841",348,423,"$39,535",669,"1,497","$129,306"
2006,November,11,46,Steuben,"3,847","8,077","$738,204","1,758","2,650","$274,080","2,089","5,427","$464,124"
2006,November,11,47,Suffolk,"22,404","37,922","$3,888,670","12,820","17,607","$1,855,462","9,584","20,315","$2,033,208"
2006,November,11,48,Sullivan,"3,320","6,505","$590,880","1,627","2,233","$214,244","1,693","4,272","$376,636"
2006,November,11,49,Tioga,"1,794","3,941","$372,956",633,886,"$96,517","1,161","3,055","$276,439"
2006,November,11,50,Tompkins,"2,864","5,502","$530,330","1,351","1,943","$202,743","1,513","3,559","$327,587"
2006,November,11,51,Ulster,"5,123","9,197","$870,550","2,560","3,520","$367,222","2,563","5,677","$503,328"
2006,November,11,52,Warren,"2,131","3,881","$353,500",877,981,"$99,146","1,254","2,900","$254,354"
2006,November,11,53,Washington,"2,149","4,189","$389,214",866,"1,070","$118,901","1,283","3,119","$270,313"
2006,November,11,54,Wayne,"3,240","6,027","$565,958","1,319","1,631","$179,900","1,921","4,396","$386,058"
2006,November,11,55,Westchester,"21,076","39,816","$4,065,620","10,778","16,414","$1,718,564","10,298","23,402","$2,347,056"
2006,November,11,56,Wyoming,"1,016","1,959","$173,852",401,539,"$57,166",615,"1,420","$116,686"
2006,November,11,57,Yates,"1,063","2,139","$191,637",317,408,"$43,051",746,"1,731","$148,586"
2006,November,11,66,New York City,"591,512","1,094,814","$126,551,752","425,349","731,868","$84,597,952","166,163","362,946","$41,953,800"
2006,December,12,1,Albany,"10,509","20,425","$1,994,443","4,978","7,455","$786,037","5,531","12,970","$1,208,406"
2006,December,12,2,Allegany,"2,284","4,634","$427,287","1,031","1,489","$157,297","1,253","3,145","$269,990"
2006,December,12,3,Broome,"9,519","18,755","$1,876,094","4,427","6,586","$755,920","5,092","12,169","$1,120,174"
2006,December,12,4,Cattaraugus,"3,611","7,168","$632,008","1,446","1,867","$184,278","2,165","5,301","$447,730"
2006,December,12,5,Cayuga,"3,089","6,676","$621,598","1,023","1,411","$151,690","2,066","5,265","$469,908"
2006,December,12,6,Chautauqua,"7,573","15,882","$1,526,676","3,093","4,777","$530,425","4,480","11,105","$996,251"
2006,December,12,7,Chemung,"4,916","10,096","$984,895","2,303","3,515","$388,826","2,613","6,581","$596,069"
2006,December,12,8,Chenango,"2,331","4,923","$454,129",669,814,"$78,726","1,662","4,109","$375,403"
2006,December,12,9,Clinton,"4,134","7,623","$719,926","1,904","2,448","$259,820","2,230","5,175","$460,106"
2006,December,12,10,Columbia,"1,737","3,015","$274,637",805,"1,007","$98,964",932,"2,008","$175,673"
2006,December,12,11,Cortland,"2,205","4,392","$406,053",934,"1,317","$138,852","1,271","3,075","$267,201"
2006,December,12,12,Delaware,"1,604","2,860","$251,008",660,747,"$70,118",944,"2,113","$180,890"
2006,December,12,13,Dutchess,"5,874","10,829","$1,052,695","2,474","3,213","$342,478","3,400","7,616","$710,217"
2006,December,12,14,Erie,"49,005","97,006","$9,594,342","21,876","33,058","$3,553,513","27,129","63,948","$6,040,829"
2006,December,12,15,Essex,"1,223","2,149","$180,867",561,680,"$58,788",662,"1,469","$122,079"
2006,December,12,16,Franklin,"2,384","4,591","$420,638","1,003","1,346","$128,323","1,381","3,245","$292,315"
2006,December,12,17,Fulton,"2,875","5,712","$540,322","1,018","1,181","$120,803","1,857","4,531","$419,519"
2006,December,12,18,Genesee,"2,052","4,152","$384,421",729,951,"$100,003","1,323","3,201","$284,418"
2006,December,12,19,Greene,"1,765","3,288","$310,147",826,"1,141","$127,037",939,"2,147","$183,110"
2006,December,12,20,Hamilton,174,256,"$18,489",27,37,"$2,950",147,219,"$15,539"
2006,December,12,21,Herkimer,"2,948","5,965","$557,709",925,"1,130","$116,653","2,023","4,835","$441,056"
2006,December,12,22,Jefferson,"4,733","9,727","$879,124","1,800","2,109","$194,133","2,933","7,618","$684,991"
2006,December,12,23,Lewis,"1,069","2,162","$191,655",365,457,"$42,326",704,"1,705","$149,329"
2006,December,12,24,Livingston,"2,169","4,191","$400,842",760,"1,076","$117,616","1,409","3,115","$283,226"
2006,December,12,25,Madison,"2,209","4,604","$422,323",699,824,"$76,798","1,510","3,780","$345,525"
2006,December,12,26,Monroe,"37,607","76,334","$7,624,893","19,639","32,590","$3,556,954","17,968","43,744","$4,067,939"
2006,December,12,27,Montgomery,"2,748","5,856","$549,632",949,"1,231","$122,273","1,799","4,625","$427,359"
2006,December,12,28,Nassau,"16,368","26,384","$2,794,256","9,839","13,760","$1,520,315","6,529","12,624","$1,273,941"
2006,December,12,29,Niagara,"9,245","17,966","$1,759,108","4,150","5,972","$632,893","5,095","11,994","$1,126,215"
2006,December,12,30,Oneida,"12,301","25,369","$2,413,672","5,009","7,351","$777,634","7,292","18,018","$1,636,038"
2006,December,12,31,Onondaga,"19,488","41,432","$4,067,244","8,177","12,148","$1,294,521","11,311","29,284","$2,772,723"
2006,December,12,32,Ontario,"3,224","6,008","$558,150","1,302","1,773","$193,100","1,922","4,235","$365,050"
2006,December,12,33,Orange,"9,382","22,789","$2,303,780","3,660","5,685","$613,162","5,722","17,104","$1,690,618"
2006,December,12,34,Orleans,"1,823","3,886","$358,400",730,"1,077","$118,969","1,093","2,809","$239,431"
2006,December,12,35,Oswego,"4,853","11,223","$1,049,950","1,674","2,301","$226,952","3,179","8,922","$822,998"
2006,December,12,36,Otsego,"1,740","3,354","$303,893",612,678,"$65,301","1,128","2,676","$238,592"
2006,December,12,37,Putnam,742,960,"$85,786",404,417,"$38,521",338,543,"$47,265"
2006,December,12,38,Rensselaer,"5,611","11,576","$1,145,404","2,378","3,927","$422,673","3,233","7,649","$722,731"
2006,December,12,39,Rockland,"7,033","21,200","$2,061,606","2,415","3,528","$307,708","4,618","17,672","$1,753,898"
2006,December,12,40,St. Lawrence,"5,025","10,483","$961,419","2,090","2,848","$297,548","2,935","7,635","$663,871"
2006,December,12,41,Saratoga,"4,317","8,021","$747,496","1,355","1,460","$144,609","2,962","6,561","$602,887"
2006,December,12,42,Schenectady,"6,431","13,326","$1,296,564","2,838","4,021","$427,832","3,593","9,305","$868,732"
2006,December,12,43,Schoharie,"1,075","2,012","$185,152",373,432,"$44,059",702,"1,580","$141,093"
2006,December,12,44,Schuyler,722,"1,482","$135,481",300,434,"$45,745",422,"1,048","$89,736"
2006,December,12,45,Seneca,"1,042","1,984","$176,253",349,430,"$39,698",693,"1,554","$136,555"
2006,December,12,46,Steuben,"3,884","8,218","$748,014","1,762","2,644","$271,890","2,122","5,574","$476,124"
2006,December,12,47,Suffolk,"22,510","38,123","$3,865,853","12,754","17,441","$1,786,772","9,756","20,682","$2,079,081"
2006,December,12,48,Sullivan,"3,394","6,707","$608,508","1,644","2,249","$214,418","1,750","4,458","$394,090"
2006,December,12,49,Tioga,"1,786","3,908","$369,675",625,858,"$91,564","1,161","3,050","$278,111"
2006,December,12,50,Tompkins,"2,934","5,687","$549,353","1,389","2,009","$206,241","1,545","3,678","$343,112"
2006,December,12,51,Ulster,"5,227","9,415","$886,636","2,564","3,490","$357,772","2,663","5,925","$528,864"
2006,December,12,52,Warren,"2,190","4,002","$363,484",890,997,"$96,467","1,300","3,005","$267,017"
2006,December,12,53,Washington,"2,186","4,283","$400,996",870,"1,078","$117,697","1,316","3,205","$283,299"
2006,December,12,54,Wayne,"3,249","6,042","$561,842","1,316","1,637","$173,601","1,933","4,405","$388,241"
2006,December,12,55,Westchester,"21,268","40,131","$4,054,250","10,714","16,258","$1,665,731","10,554","23,873","$2,388,519"
2006,December,12,56,Wyoming,"1,045","2,056","$183,312",396,537,"$55,686",649,"1,519","$127,626"
2006,December,12,57,Yates,"1,090","2,197","$196,660",327,419,"$43,605",763,"1,778","$153,055"
2006,December,12,66,New York City,"592,222","1,095,965","$128,674,463","425,860","732,637","$86,016,954","166,362","363,328","$42,657,509"
2007,January,1,1,Albany,"10,598","20,543","$1,979,208","4,980","7,431","$775,037","5,618","13,112","$1,204,171"
2007,January,1,2,Allegany,"2,273","4,623","$407,754","1,003","1,427","$145,383","1,270","3,196","$262,371"
2007,January,1,3,Broome,"9,589","18,938","$1,885,518","4,453","6,627","$756,871","5,136","12,311","$1,128,647"
2007,January,1,4,Cattaraugus,"3,576","7,108","$619,270","1,422","1,827","$175,656","2,154","5,281","$443,614"
2007,January,1,5,Cayuga,"3,067","6,677","$611,843","1,014","1,395","$146,064","2,053","5,282","$465,779"
2007,January,1,6,Chautauqua,"7,628","16,053","$1,526,802","3,093","4,804","$524,217","4,535","11,249","$1,002,585"
2007,January,1,7,Chemung,"4,905","10,039","$976,778","2,271","3,491","$374,877","2,634","6,548","$601,901"
2007,January,1,8,Chenango,"2,340","4,968","$450,088",662,793,"$74,525","1,678","4,175","$375,563"
2007,January,1,9,Clinton,"4,164","7,669","$708,490","1,918","2,451","$254,173","2,246","5,218","$454,317"
2007,January,1,10,Columbia,"1,755","3,094","$282,518",808,"1,024","$99,888",947,"2,070","$182,630"
2007,January,1,11,Cortland,"2,201","4,386","$399,218",928,"1,319","$135,640","1,273","3,067","$263,578"
2007,January,1,12,Delaware,"1,628","2,909","$246,348",655,746,"$68,691",973,"2,163","$177,657"
2007,January,1,13,Dutchess,"5,956","10,981","$1,055,977","2,510","3,263","$344,200","3,446","7,718","$711,777"
2007,January,1,14,Erie,"49,071","97,042","$9,482,582","21,736","32,625","$3,464,007","27,335","64,417","$6,018,575"
2007,January,1,15,Essex,"1,244","2,187","$181,769",560,693,"$57,349",684,"1,494","$124,420"
2007,January,1,16,Franklin,"2,379","4,628","$411,572",985,"1,313","$122,377","1,394","3,315","$289,195"
2007,January,1,17,Fulton,"2,888","5,749","$532,310","1,020","1,199","$118,445","1,868","4,550","$413,865"
2007,January,1,18,Genesee,"2,059","4,142","$384,815",740,952,"$101,246","1,319","3,190","$283,569"
2007,January,1,19,Greene,"1,779","3,315","$302,944",837,"1,159","$125,402",942,"2,156","$177,542"
2007,January,1,20,Hamilton,173,257,"$17,680",27,39,"$3,099",146,218,"$14,581"
2007,January,1,21,Herkimer,"2,988","6,046","$563,453",927,"1,130","$114,975","2,061","4,916","$448,478"
2007,January,1,22,Jefferson,"4,727","9,723","$858,481","1,773","2,110","$189,636","2,954","7,613","$668,845"
2007,January,1,23,Lewis,"1,060","2,154","$190,273",361,450,"$39,749",699,"1,704","$150,524"
2007,January,1,24,Livingston,"2,197","4,270","$407,558",757,"1,041","$114,953","1,440","3,229","$292,605"
2007,January,1,25,Madison,"2,242","4,692","$430,266",699,820,"$75,352","1,543","3,872","$354,914"
2007,January,1,26,Monroe,"37,609","76,302","$7,529,715","19,579","32,380","$3,493,440","18,030","43,922","$4,036,275"
2007,January,1,27,Montgomery,"2,788","5,986","$565,032",933,"1,219","$121,922","1,855","4,767","$443,110"
2007,January,1,28,Nassau,"16,370","26,374","$2,794,123","9,823","13,728","$1,535,486","6,547","12,646","$1,258,637"
2007,January,1,29,Niagara,"9,351","18,098","$1,761,279","4,168","6,026","$638,559","5,183","12,072","$1,122,720"
2007,January,1,30,Oneida,"12,242","25,319","$2,382,344","4,940","7,281","$759,157","7,302","18,038","$1,623,187"
2007,January,1,31,Onondaga,"19,478","41,388","$4,010,553","8,202","12,196","$1,281,430","11,276","29,192","$2,729,123"
2007,January,1,32,Ontario,"3,249","6,172","$559,499","1,307","1,794","$189,267","1,942","4,378","$370,232"
2007,January,1,33,Orange,"9,417","22,781","$2,311,215","3,677","5,669","$614,043","5,740","17,112","$1,697,172"
2007,January,1,34,Orleans,"1,851","3,899","$356,049",743,"1,099","$120,064","1,108","2,800","$235,985"
2007,January,1,35,Oswego,"4,894","11,280","$1,057,609","1,703","2,342","$230,035","3,191","8,938","$827,574"
2007,January,1,36,Otsego,"1,736","3,379","$307,493",618,692,"$65,669","1,118","2,687","$241,824"
2007,January,1,37,Putnam,745,959,"$82,741",404,422,"$37,493",341,537,"$45,248"
2007,January,1,38,Rensselaer,"5,624","11,656","$1,144,492","2,327","3,844","$409,223","3,297","7,812","$735,269"
2007,January,1,39,Rockland,"7,084","21,288","$2,067,328","2,425","3,532","$309,858","4,659","17,756","$1,757,470"
2007,January,1,40,St. Lawrence,"5,114","10,675","$965,487","2,104","2,864","$293,153","3,010","7,811","$672,334"
2007,January,1,41,Saratoga,"4,334","8,068","$734,067","1,348","1,443","$141,076","2,986","6,625","$592,991"
2007,January,1,42,Schenectady,"6,468","13,386","$1,279,952","2,819","3,953","$413,775","3,649","9,433","$866,177"
2007,January,1,43,Schoharie,"1,080","2,056","$187,114",368,426,"$42,520",712,"1,630","$144,594"
2007,January,1,44,Schuyler,733,"1,502","$133,265",308,446,"$46,199",425,"1,056","$87,066"
2007,January,1,45,Seneca,"1,055","1,993","$173,875",346,412,"$36,472",709,"1,581","$137,403"
2007,January,1,46,Steuben,"3,887","8,242","$743,101","1,748","2,601","$265,386","2,139","5,641","$477,715"
2007,January,1,47,Suffolk,"22,648","38,308","$3,849,585","12,777","17,338","$1,778,437","9,871","20,970","$2,071,148"
2007,January,1,48,Sullivan,"3,422","6,745","$604,957","1,632","2,260","$212,415","1,790","4,485","$392,542"
2007,January,1,49,Tioga,"1,814","4,010","$382,815",619,838,"$89,437","1,195","3,172","$293,378"
2007,January,1,50,Tompkins,"2,917","5,625","$531,626","1,348","1,930","$193,384","1,569","3,695","$338,242"
2007,January,1,51,Ulster,"5,270","9,543","$896,261","2,585","3,516","$355,736","2,685","6,027","$540,525"
2007,January,1,52,Warren,"2,220","4,085","$364,739",902,"1,004","$97,413","1,318","3,081","$267,326"
2007,January,1,53,Washington,"2,259","4,446","$413,214",886,"1,085","$118,720","1,373","3,361","$294,494"
2007,January,1,54,Wayne,"3,268","6,136","$564,478","1,304","1,610","$168,712","1,964","4,526","$395,766"
2007,January,1,55,Westchester,"21,236","39,873","$3,979,397","10,779","16,299","$1,648,243","10,457","23,574","$2,331,154"
2007,January,1,56,Wyoming,"1,047","2,069","$181,005",401,545,"$55,870",646,"1,524","$125,135"
2007,January,1,57,Yates,"1,069","2,158","$192,302",309,388,"$40,279",760,"1,770","$152,023"
2007,January,1,66,New York City,"593,669","1,096,107","$125,746,743","426,901","732,731","$84,059,816","166,768","363,376","$41,686,927"
2007,February,2,1,Albany,"10,462","20,172","$1,922,797","4,958","7,312","$755,447","5,504","12,860","$1,167,350"
2007,February,2,2,Allegany,"2,270","4,605","$408,826","1,017","1,458","$150,928","1,253","3,147","$257,898"
2007,February,2,3,Broome,"9,479","18,680","$1,853,444","4,395","6,512","$737,144","5,084","12,168","$1,116,300"
2007,February,2,4,Cattaraugus,"3,586","7,157","$629,870","1,390","1,771","$169,727","2,196","5,386","$460,143"
2007,February,2,5,Cayuga,"3,031","6,607","$607,141","1,027","1,406","$149,489","2,004","5,201","$457,652"
2007,February,2,6,Chautauqua,"7,525","15,792","$1,492,784","3,072","4,738","$520,105","4,453","11,054","$972,679"
2007,February,2,7,Chemung,"4,860","9,917","$958,793","2,251","3,440","$368,616","2,609","6,477","$590,177"
2007,February,2,8,Chenango,"2,324","4,916","$437,053",657,787,"$75,553","1,667","4,129","$361,500"
2007,February,2,9,Clinton,"4,133","7,624","$702,225","1,907","2,462","$254,888","2,226","5,162","$447,337"
2007,February,2,10,Columbia,"1,773","3,124","$275,309",818,"1,049","$98,250",955,"2,075","$177,059"
2007,February,2,11,Cortland,"2,199","4,381","$399,236",922,"1,290","$133,079","1,277","3,091","$266,157"
2007,February,2,12,Delaware,"1,603","2,848","$237,962",657,752,"$68,589",946,"2,096","$169,373"
2007,February,2,13,Dutchess,"5,868","10,790","$1,041,339","2,510","3,267","$347,773","3,358","7,523","$693,566"
2007,February,2,14,Erie,"48,961","96,722","$9,414,779","21,632","32,486","$3,433,501","27,329","64,236","$5,981,278"
2007,February,2,15,Essex,"1,239","2,145","$173,449",558,681,"$55,550",681,"1,464","$117,899"
2007,February,2,16,Franklin,"2,389","4,689","$416,876",986,"1,322","$122,405","1,403","3,367","$294,471"
2007,February,2,17,Fulton,"2,873","5,759","$533,521","1,008","1,176","$113,740","1,865","4,583","$419,781"
2007,February,2,18,Genesee,"2,035","4,093","$374,851",741,957,"$99,897","1,294","3,136","$274,954"
2007,February,2,19,Greene,"1,768","3,272","$304,511",831,"1,159","$126,243",937,"2,113","$178,268"
2007,February,2,20,Hamilton,168,253,"$17,466",28,39,"$3,161",140,214,"$14,305"
2007,February,2,21,Herkimer,"3,005","6,081","$573,127",917,"1,102","$111,290","2,088","4,979","$461,837"
2007,February,2,22,Jefferson,"4,681","9,628","$843,558","1,728","2,042","$179,704","2,953","7,586","$663,854"
2007,February,2,23,Lewis,"1,075","2,219","$194,550",358,441,"$38,561",717,"1,778","$155,989"
2007,February,2,24,Livingston,"2,154","4,174","$392,079",713,965,"$104,512","1,441","3,209","$287,567"
2007,February,2,25,Madison,"2,235","4,652","$428,384",710,839,"$77,812","1,525","3,813","$350,572"
2007,February,2,26,Monroe,"37,476","76,016","$7,491,563","19,621","32,454","$3,515,856","17,855","43,562","$3,975,707"
2007,February,2,27,Montgomery,"2,752","5,894","$551,822",938,"1,237","$120,379","1,814","4,657","$431,443"
2007,February,2,28,Nassau,"16,284","26,073","$2,727,167","9,826","13,644","$1,510,379","6,458","12,429","$1,216,788"
2007,February,2,29,Niagara,"9,356","18,015","$1,750,388","4,198","6,043","$643,489","5,158","11,972","$1,106,899"
2007,February,2,30,Oneida,"11,997","24,863","$2,316,925","4,958","7,374","$762,582","7,039","17,489","$1,554,343"
2007,February,2,31,Onondaga,"19,325","41,010","$3,948,435","8,179","12,161","$1,259,902","11,146","28,849","$2,688,533"
2007,February,2,32,Ontario,"3,231","6,156","$557,186","1,274","1,760","$183,516","1,957","4,396","$373,670"
2007,February,2,33,Orange,"9,344","22,640","$2,257,932","3,672","5,642","$600,577","5,672","16,998","$1,657,355"
2007,February,2,34,Orleans,"1,852","3,908","$356,790",735,"1,076","$120,025","1,117","2,832","$236,765"
2007,February,2,35,Oswego,"4,824","11,204","$1,047,916","1,673","2,334","$227,064","3,151","8,870","$820,852"
2007,February,2,36,Otsego,"1,747","3,402","$307,951",616,677,"$64,245","1,131","2,725","$243,706"
2007,February,2,37,Putnam,752,963,"$84,851",420,443,"$39,927",332,520,"$44,924"
2007,February,2,38,Rensselaer,"5,511","11,430","$1,116,156","2,331","3,840","$411,315","3,180","7,590","$704,841"
2007,February,2,39,Rockland,"7,061","21,306","$2,065,983","2,410","3,481","$300,289","4,651","17,825","$1,765,694"
2007,February,2,40,St. Lawrence,"5,055","10,537","$948,069","2,108","2,892","$293,315","2,947","7,645","$654,754"
2007,February,2,41,Saratoga,"4,308","8,022","$734,137","1,347","1,466","$143,662","2,961","6,556","$590,475"
2007,February,2,42,Schenectady,"6,366","13,126","$1,248,639","2,776","3,857","$398,553","3,590","9,269","$850,086"
2007,February,2,43,Schoharie,"1,083","2,045","$190,633",366,423,"$42,095",717,"1,622","$148,538"
2007,February,2,44,Schuyler,735,"1,508","$137,492",308,458,"$46,514",427,"1,050","$90,978"
2007,February,2,45,Seneca,"1,033","1,929","$168,255",346,423,"$39,068",687,"1,506","$129,187"
2007,February,2,46,Steuben,"3,855","8,164","$728,498","1,727","2,536","$255,353","2,128","5,628","$473,145"
2007,February,2,47,Suffolk,"22,679","38,422","$3,854,702","12,793","17,306","$1,776,455","9,886","21,116","$2,078,247"
2007,February,2,48,Sullivan,"3,363","6,710","$596,675","1,610","2,230","$207,954","1,753","4,480","$388,721"
2007,February,2,49,Tioga,"1,795","3,940","$363,513",624,863,"$90,813","1,171","3,077","$272,700"
2007,February,2,50,Tompkins,"2,904","5,614","$527,732","1,349","1,931","$192,252","1,555","3,683","$335,480"
2007,February,2,51,Ulster,"5,230","9,428","$879,422","2,555","3,462","$346,632","2,675","5,966","$532,790"
2007,February,2,52,Warren,"2,188","3,997","$355,066",883,979,"$93,730","1,305","3,018","$261,336"
2007,February,2,53,Washington,"2,258","4,427","$406,072",899,"1,101","$117,579","1,359","3,326","$288,493"
2007,February,2,54,Wayne,"3,279","6,169","$568,159","1,301","1,593","$168,429","1,978","4,576","$399,730"
2007,February,2,55,Westchester,"21,224","39,794","$3,980,357","10,768","16,342","$1,657,076","10,456","23,452","$2,323,281"
2007,February,2,56,Wyoming,"1,046","2,071","$181,122",413,561,"$57,265",633,"1,510","$123,857"
2007,February,2,57,Yates,"1,090","2,226","$198,225",296,359,"$36,845",794,"1,867","$161,380"
2007,February,2,66,New York City,"598,377","1,102,007","$124,782,530","430,287","736,675","$83,415,254","168,090","365,332","$41,367,276"
2007,March,3,1,Albany,"10,575","20,418","$1,973,987","4,963","7,330","$771,628","5,612","13,088","$1,202,359"
2007,March,3,2,Allegany,"2,267","4,606","$409,095","1,035","1,494","$153,798","1,232","3,112","$255,297"
2007,March,3,3,Broome,"9,666","18,982","$1,891,451","4,410","6,475","$738,643","5,256","12,507","$1,152,808"
2007,March,3,4,Cattaraugus,"3,596","7,106","$624,219","1,382","1,733","$166,800","2,214","5,373","$457,419"
2007,March,3,5,Cayuga,"3,089","6,742","$624,832","1,018","1,372","$148,821","2,071","5,370","$476,011"
2007,March,3,6,Chautauqua,"7,699","16,076","$1,538,062","3,116","4,833","$528,736","4,583","11,243","$1,009,326"
2007,March,3,7,Chemung,"4,916","10,074","$986,111","2,234","3,423","$368,184","2,682","6,651","$617,927"
2007,March,3,8,Chenango,"2,416","5,109","$463,385",662,772,"$74,376","1,754","4,337","$389,009"
2007,March,3,9,Clinton,"4,181","7,657","$723,504","1,925","2,474","$258,595","2,256","5,183","$464,909"
2007,March,3,10,Columbia,"1,796","3,154","$276,043",814,"1,029","$98,488",982,"2,125","$177,555"
2007,March,3,11,Cortland,"2,229","4,432","$407,437",932,"1,299","$135,352","1,297","3,133","$272,085"
2007,March,3,12,Delaware,"1,640","2,917","$251,648",675,779,"$72,622",965,"2,138","$179,026"
2007,March,3,13,Dutchess,"6,069","11,118","$1,094,451","2,584","3,335","$362,195","3,485","7,783","$732,256"
2007,March,3,14,Erie,"49,411","97,504","$9,549,667","21,692","32,446","$3,441,741","27,719","65,058","$6,107,926"
2007,March,3,15,Essex,"1,237","2,133","$176,458",564,685,"$55,800",673,"1,448","$120,658"
2007,March,3,16,Franklin,"2,433","4,707","$424,782","1,013","1,336","$127,862","1,420","3,371","$296,920"
2007,March,3,17,Fulton,"2,880","5,726","$531,521","1,011","1,175","$113,968","1,869","4,551","$417,553"
2007,March,3,18,Genesee,"2,094","4,182","$391,094",742,943,"$99,294","1,352","3,239","$291,800"
2007,March,3,19,Greene,"1,789","3,317","$311,991",835,"1,152","$125,289",954,"2,165","$186,702"
2007,March,3,20,Hamilton,175,263,"$18,304",28,38,"$3,178",147,225,"$15,126"
2007,March,3,21,Herkimer,"3,045","6,156","$579,031",914,"1,100","$112,267","2,131","5,056","$466,764"
2007,March,3,22,Jefferson,"4,715","9,682","$858,052","1,735","2,061","$180,144","2,980","7,621","$677,908"
2007,March,3,23,Lewis,"1,069","2,216","$195,779",353,422,"$36,915",716,"1,794","$158,864"
2007,March,3,24,Livingston,"2,179","4,215","$404,709",694,937,"$103,226","1,485","3,278","$301,483"
2007,March,3,25,Madison,"2,267","4,783","$439,808",708,822,"$75,774","1,559","3,961","$364,034"
